Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R127511,C77511,Customer Support,3,Neutral,"Service was okay, nothing special."
R127512,C77512,Claim,5,Positive,Exceptional support and very friendly team.
R127513,C77513,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127514,C77514,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127515,C77515,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127516,C77516,Claim,5,Positive,Exceptional support and very friendly team.
R127517,C77517,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127518,C77518,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127519,C77519,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R127520,C77520,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127521,C77521,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127522,C77522,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127523,C77523,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127524,C77524,Claim,3,Neutral,"It worked as expected, no major issues."
R127525,C77525,Claim,1,Negative,Unfriendly staff and long hold times.
R127526,C77526,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127527,C77527,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R127528,C77528,Customer Support,4,Positive,Exceptional support and very friendly team.
R127529,C77529,Customer Support,1,Negative,Very poor service. No response for days.
R127530,C77530,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127531,C77531,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R127532,C77532,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R127533,C77533,Customer Support,5,Positive,I'm happy with the insurance product and services.
R127534,C77534,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127535,C77535,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127536,C77536,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127537,C77537,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R127538,C77538,Customer Support,3,Neutral,"It worked as expected, no major issues."
R127539,C77539,Claim,3,Neutral,"Not bad, but could be more responsive."
R127540,C77540,Claim,2,Negative,Unfriendly staff and long hold times.
R127541,C77541,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127542,C77542,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R127543,C77543,Claim,2,Negative,Very poor service. No response for days.
R127544,C77544,Claim,3,Neutral,"Service was okay, nothing special."
R127545,C77545,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127546,C77546,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127547,C77547,Claim,5,Positive,I'm happy with the insurance product and services.
R127548,C77548,Claim,4,Positive,Exceptional support and very friendly team.
R127549,C77549,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127550,C77550,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127551,C77551,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127552,C77552,Claim,4,Positive,Customer support was helpful and knowledgeable.
R127553,C77553,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127554,C77554,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127555,C77555,Customer Support,3,Neutral,Communication was average.
R127556,C77556,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R127557,C77557,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127558,C77558,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127559,C77559,Claim,4,Positive,Customer support was helpful and knowledgeable.
R127560,C77560,Policy Purchase,2,Negative,Very poor service. No response for days.
R127561,C77561,Customer Support,1,Negative,Unfriendly staff and long hold times.
R127562,C77562,Customer Support,2,Negative,Very poor service. No response for days.
R127563,C77563,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127564,C77564,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R127565,C77565,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127566,C77566,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127567,C77567,Customer Support,4,Positive,I'm happy with the insurance product and services.
R127568,C77568,Customer Support,1,Negative,Unfriendly staff and long hold times.
R127569,C77569,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127570,C77570,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127571,C77571,Claim,5,Positive,I'm happy with the insurance product and services.
R127572,C77572,Claim,1,Negative,Unfriendly staff and long hold times.
R127573,C77573,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127574,C77574,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127575,C77575,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R127576,C77576,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R127577,C77577,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R127578,C77578,Claim,3,Neutral,"It worked as expected, no major issues."
R127579,C77579,Claim,5,Positive,Customer support was helpful and knowledgeable.
R127580,C77580,Claim,5,Positive,Exceptional support and very friendly team.
R127581,C77581,Customer Support,5,Positive,Exceptional support and very friendly team.
R127582,C77582,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R127583,C77583,Claim,3,Neutral,"Service was okay, nothing special."
R127584,C77584,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127585,C77585,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R127586,C77586,Policy Purchase,2,Negative,Very poor service. No response for days.
R127587,C77587,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127588,C77588,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127589,C77589,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R127590,C77590,Claim,5,Positive,I'm happy with the insurance product and services.
R127591,C77591,Claim,4,Positive,I'm happy with the insurance product and services.
R127592,C77592,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127593,C77593,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127594,C77594,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R127595,C77595,Claim,4,Positive,Exceptional support and very friendly team.
R127596,C77596,Claim,5,Positive,Exceptional support and very friendly team.
R127597,C77597,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R127598,C77598,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R127599,C77599,Claim,3,Neutral,"Service was okay, nothing special."
R127600,C77600,Claim,1,Negative,I had a frustrating experience with customer care.
R127601,C77601,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127602,C77602,Customer Support,2,Negative,I had a frustrating experience with customer care.
R127603,C77603,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127604,C77604,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127605,C77605,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127606,C77606,Claim,2,Negative,I had a frustrating experience with customer care.
R127607,C77607,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127608,C77608,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R127609,C77609,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127610,C77610,Customer Support,1,Negative,I had a frustrating experience with customer care.
R127611,C77611,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R127612,C77612,Customer Support,4,Positive,Exceptional support and very friendly team.
R127613,C77613,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R127614,C77614,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R127615,C77615,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127616,C77616,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127617,C77617,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127618,C77618,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R127619,C77619,Claim,2,Negative,Unfriendly staff and long hold times.
R127620,C77620,Claim,3,Neutral,Communication was average.
R127621,C77621,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127622,C77622,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127623,C77623,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R127624,C77624,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R127625,C77625,Claim,4,Positive,Exceptional support and very friendly team.
R127626,C77626,Customer Support,2,Negative,The policy terms were misleading and confusing.
R127627,C77627,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127628,C77628,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R127629,C77629,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R127630,C77630,Customer Support,1,Negative,Unfriendly staff and long hold times.
R127631,C77631,Customer Support,5,Positive,Exceptional support and very friendly team.
R127632,C77632,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R127633,C77633,Claim,1,Negative,Unfriendly staff and long hold times.
R127634,C77634,Claim,2,Negative,Unfriendly staff and long hold times.
R127635,C77635,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R127636,C77636,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R127637,C77637,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127638,C77638,Policy Purchase,1,Negative,Very poor service. No response for days.
R127639,C77639,Customer Support,5,Positive,Exceptional support and very friendly team.
R127640,C77640,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127641,C77641,Customer Support,4,Positive,Exceptional support and very friendly team.
R127642,C77642,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R127643,C77643,Customer Support,5,Positive,Exceptional support and very friendly team.
R127644,C77644,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R127645,C77645,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R127646,C77646,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127647,C77647,Claim,2,Negative,Very poor service. No response for days.
R127648,C77648,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R127649,C77649,Claim,5,Positive,I'm happy with the insurance product and services.
R127650,C77650,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R127651,C77651,Customer Support,2,Negative,Very poor service. No response for days.
R127652,C77652,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R127653,C77653,Claim,5,Positive,Quick claim settlement. Totally impressed!
R127654,C77654,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R127655,C77655,Customer Support,1,Negative,Very poor service. No response for days.
R127656,C77656,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R127657,C77657,Customer Support,2,Negative,Unfriendly staff and long hold times.
R127658,C77658,Customer Support,3,Neutral,"Service was okay, nothing special."
R127659,C77659,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
